id;category;lv;srl;src;img;audio;ru;en;sr-ex;ru-ex;en-ex
1090;odeca;3;Torbica;Торбица;assets/images/words/torbica.png;assets/sounds/words/torbica.wav;Сумочка;Handbag;Nosi malu crnu torbicu svaki dan. Torbica joj je puna sitnica. Kupila je novu torbicu za izlazak.;Она каждый день носит маленькую чёрную сумочку. Её сумочка полна мелочей. Она купила новую сумочку для вечеринки.;She carries a small black handbag every day. Her handbag is full of little things. She bought a new handbag for going out.
1091;kafic;1;Kafić;Кафић;assets/images/words/kafic.png;assets/sounds/words/kafic.wav;Кафе;Cafe;Sastajemo se u kafiću. Kafić je pun ujutru. Ovaj kafić ima kafu.;Мы встречаемся в кафе. Утром кафе полно людей. В этом кафе есть кофе.;We're meeting at the cafe. The cafe is full in the morning. This cafe has coffee.
1092;kafic;1;Sto;Сто;assets/images/words/sto.png;assets/sounds/words/sto.wav;Стол;Table;Rezervisao sam sto danas. Sto je pored prozora. Sedimo za stolom uglu.;Я забронировал стол сегодня. Стол у окна. Мы сидим за угловым столом.;I booked a table today. The table is by the window. We're sitting at the corner table.
1093;kafic;1;Naručujem;Наручујем;assets/images/words/narucujem.png;assets/sounds/words/narucujem.wav;Заказываю;I order;Uvek naručujem kapućino. Naručujem kolač uz kafu. Naručujem uvek isto piće.;Я всегда заказываю капучино. Я заказываю пирожное к кофе. Я всегда заказываю один и тот же напиток.;I always order cappuccino. I'm ordering cake with the coffee. I always order the same drink.
1094;kafic;1;Želim;Желим;assets/images/words/zelim.png;assets/sounds/words/zelim.wav;Хочу;I want;Želim šolju čaja. Želim da sednem napolju. Želim nešto slatko.;Я хочу чашку чая. Я хочу сесть на улице. Я хочу что-нибудь сладкое.;I want a cup of tea. I want to sit outside. I want something sweet.
1095;kafic;1;Šolja;Шоља;assets/images/words/solja.png;assets/sounds/words/solja.wav;Чашка;Cup;Šolja kafe me budi. Šolja je vruća. Popio sam dve šolje.;Чашка кофе меня будит. Чашка горячая. Я выпил две чашки.;A cup of coffee wakes me. The cup is hot. I drank two cups.
1096;kafic;1;Bakšiš;Бакшиш;assets/images/words/baksis.png;assets/sounds/words/baksis.wav;Чаевые;Tip;Ostavio sam bakšiš konobaru. Bakšiš nije obavezan. Bakšiš je bio malen.;Я оставил чаевые официанту. Чаевые не обязательны. Чаевые были маленькие.;I left a tip for the waiter. A tip isn't mandatory. The tip was small.
1097;kafic;1;Espreso;Еспресо;assets/images/words/espreso.png;assets/sounds/words/espreso.wav;Эспрессо;Espresso;Naručio sam espreso. Espreso je jak, gorak. Popio sam espreso brzo.;Я заказал эспрессо. Эспрессо крепкий, горький. Я быстро выпил эспрессо.;I ordered an espresso. Espresso is strong, bitter. I quickly drank the espresso.
1098;kafic;1;Kapućino;Капућино;assets/images/words/kapucino.png;assets/sounds/words/kapucino.wav;Капучино;Cappuccino;Volim kapućino sa cimetom. Kapućino ima mlečnu penu. Naručila sam veliki kapućino.;Я люблю капучино с корицей. У капучино молочная пена. Я заказала большой капучино.;I love cappuccino with cinnamon. Cappuccino has milk foam. I ordered a large cappuccino.
1099;kafic;1;Slamčica;Сламчица;assets/images/words/slamcica.png;assets/sounds/words/slamcica.wav;Соломинка;Straw;Treba mi slamčica sada. Slamčica je od papira. Pijem preko slamčice.;Мне нужна соломинка сейчас. Соломинка бумажная. Я пью через соломинку.;I need a straw now. The straw is made of paper. I drink through a straw.
1100;kafic;1;Kolačić;Колачић;assets/images/words/kolacic.png;assets/sounds/words/kolacic.wav;Печенье;Cookie;Kolačić uz kafu besplatan. Pojeo sam dva kolačića. Kolačić je sa čokoladom.;Печенье к кофе бесплатно. Я съел два печенья. Печенье с шоколадом.;The cookie with coffee is free. I ate two cookies. The cookie has chocolate.
1101;kafic;1;Gas;Гас;assets/images/words/gas.png;assets/sounds/words/gas.wav;Газ;Gas;Molim vas vodu negaziranu. Ovaj sok ima gas. Popio je gaziranu vodu.;Пожалуйста, воду без газа. В этом соке есть газ. Он выпил газированную воду.;Still water, please. This juice has fizz. He drank sparkling water.
1102;kafic;1;Piće;Пиће;assets/images/words/pice.png;assets/sounds/words/pice.wav;Напиток;Drink;Koje piće želite? Piće je hladno. Naručio sam bezalkoholno piće.;Какой напиток вы хотите? Напиток холодный. Я заказал безалкогольный напиток.;Which drink would you like? The drink is cold. I ordered a non-alcoholic drink.
1103;kafic;1;Poslastica;Посластица;assets/images/words/poslastica.png;assets/sounds/words/poslastica.wav;Десерт;Dessert;Naručio sam poslasticu danas. Poslastica je bila slatka. Podelili smo poslasticu.;Я заказал десерт сегодня. Десерт был сладким. Мы поделили десерт.;I ordered a dessert today. The dessert was sweet. We shared the dessert.
1104;kafic;1;Toalet;Тоалет;assets/images/words/toalet.png;assets/sounds/words/toalet.wav;Туалет;Restroom;Gde je toalet, molim? Toalet je iza šanka. Toalet je zauzet.;Где туалет, пожалуйста? Туалет за стойкой. Туалет занят.;Where is the restroom, please? The restroom is behind the counter. The restroom is occupied.
1105;kafic;1;Wi-Fi;Wi-Fi;assets/images/words/wi_fi.png;assets/sounds/words/wi_fi.wav;Wi-Fi;Wi-Fi;Imate li besplatan Wi-Fi? Lozinka za Wi-Fi tu. Wi-Fi ovde slabo radi.;У вас есть бесплатный Wi-Fi? Пароль от Wi-Fi здесь. Wi-Fi здесь плохо работает.;Do you have free Wi-Fi? The Wi-Fi password is here. The Wi-Fi here works poorly.
1106;kafic;1;Deo;Део;assets/images/words/deo.png;assets/sounds/words/deo.wav;Часть;Part;Ovo je deo menija. Popio sam deo kafe. Sedimo u zadnjem delu.;Это часть меню. Я выпил часть кофе. Мы сидим в задней части.;This is part of the menu. I drank part of the coffee. We're sitting in the back part.
1107;kafic;1;Odvojen;Одвојен;assets/images/words/odvojen.png;assets/sounds/words/odvojen.wav;Раздельный;Separate;Molim vas odvojene račune. Sedimo za odvojenim stolovima. Mleko je stavljeno odvojeno.;Пожалуйста, раздельные счета. Мы сидим за отдельными столиками. Молоко подано отдельно.;Separate bills, please. We're sitting at separate tables. The milk is served separately.
1108;kafic;1;Laktoza;Лактоза;assets/images/words/laktoza.png;assets/sounds/words/laktoza.wav;Лактоза;Lactose;Nemam mleko bez laktoze. Alergičan sam na laktozu. Ovo mleko je bezlaktozno.;У меня нет безлактозного молока. У меня непереносимость лактозы. Это молоко безлактозное.;I don't have lactose-free milk. I'm lactose intolerant. This milk is lactose-free.
1109;kafic;1;Biljni;Биљни;assets/images/words/biljni.png;assets/sounds/words/biljni.wav;Растительный;Herbal, plant-based;Imate li biljno mleko? Popio sam biljni čaj. Bademovo mleko je ukusno.;У вас есть растительное молоко? Я выпил травяной чай. Миндальное молоко вкусное.;Do you have plant milk? I drank herbal tea. Almond milk is tasty.
1110;kafic;1;Prirodan;Природан;assets/images/words/prirodan.png;assets/sounds/words/prirodan.wav;Природный;Natural;Ovaj sok je prirodan. Volim prirodan ukus kafe. Koristimo prirodne sastojke.;Этот сок натуральный. Мне нравится натуральный вкус кофе. Мы используем натуральные ингредиенты.;This juice is natural. I like the natural taste of coffee. We use natural ingredients.
1111;kafic;1;Šlag;Шлаг;assets/images/words/slag.png;assets/sounds/words/slag.wav;Шлаг;Whipped cream;Kafa je sa šlagom. Volim šlag na vrhu. Dodaj šlag na kolač.;Кофе со взбитыми сливками. Я люблю взбитые сливки сверху. Добавь взбитые сливки на торт.;The coffee is with whipped cream. I love whipped cream on top. Add whipped cream to the cake.
1112;kafic;1;Brunch;Брунцх;assets/images/words/brunch.png;assets/sounds/words/brunch.wav;Бранч;Brunch;Idemo na brunch nedeljom. Brunch uključuje jaja, palačinke. Brunch je popularan vikendom.;По воскресеньям мы ходим на бранч. Бранч включает яйца, блины. Бранч популярен по выходным.;We go for brunch on Sundays. Brunch includes eggs, pancakes. Brunch is popular on weekends.
1113;kafic;4;Zauzeto;Заузето;assets/images/words/zauzeto.png;assets/sounds/words/zauzeto.wav;Занято;Occupied;Ovaj sto je zauzeto. Toalet je zauzeto. Sva mesta su zauzeta.;Этот столик занят. Туалет занят. Все места заняты.;This table is occupied. The restroom is occupied. All the seats are occupied.
1114;kafic;4;Čekanje;Чекање;assets/images/words/cekanje.png;assets/sounds/words/cekanje.wav;Ожидание;Waiting;Čekanje traje dvadeset minuta. Nismo navikli na čekanje. Čekanje je bilo vredno.;Ожидание длится двадцать минут. Мы не привыкли к ожиданию. Ожидание того стоило.;The waiting time is twenty minutes. We're not used to waiting. The waiting was worth it.
